,llambda,S,f(S),c(S),Upb,AF,Lambda
0,0.5,"{32, 34, 7, 13, 16, 20, 21, 22, 24, 25, 26}",212.70501367108787,94.77000000000002,,0.8131249021701443,261.5895947884522
1,0.625,"{32, 7, 13, 16, 48, 20, 21, 22, 24, 25, 26}",207.96768706747662,96.68,,0.7996001809939005,260.0895947884522
2,0.75,"{1, 7, 10, 13, 16, 48, 20, 22, 24, 25, 26}",201.71770893865425,97.76,,0.780068931635382,258.5895947884522
3,0.875,"{1, 7, 9, 13, 16, 48, 20, 22, 24, 25, 26}",194.64537587103734,98.14000000000001,,0.7571110609560162,257.0895947884522
4,1.0,"{1, 4, 6, 10, 13, 16, 20, 22, 24, 25, 26}",186.0492196001482,97.52000000000001,,0.72792172840267,255.58959478845222
