Task,Ground_Size,Seed,Algorithm,Strategy,Local_Search,Heuristic,Sorting,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,Solution_Set_Size
adult,111,0,EfficientBFS,probing,True,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.198321104049683,1,1,15
adult,111,0,EfficientBFS,traditional,False,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.110833644866943,1,1,15
adult,111,0,EfficientBFS,traditional,True,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.09839916229248,1,1,15
adult,111,0,EfficientBFS,volume_biased,False,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.85167622566223,1,1,15
adult,111,0,EfficientBFS,volume_biased,True,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.4116792678833,1,1,15
adult,111,0,EfficientBFS,density_gap,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.914644956588745,1,1,16
adult,111,0,EfficientBFS,density_gap,True,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.15435218811035,1,1,16
adult,111,0,EfficientBFS,probing,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.595709323883057,1,1,16
adult,111,0,EfficientBFS,probing,True,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.733808279037476,1,1,16
adult,111,0,EfficientBFS,traditional,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.17546772956848,1,1,16
adult,111,0,EfficientBFS,traditional,True,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.922231435775757,1,1,16
adult,111,0,EfficientBFS,volume_biased,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.624131202697754,1,1,16
adult,111,0,EfficientBFS,volume_biased,True,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.29588532447815,1,1,16
adult,111,0,EfficientBFS,density_gap,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.244569778442383,1,1,16
adult,111,0,EfficientBFS,density_gap,True,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.685626983642578,1,1,16
adult,111,0,EfficientBFS,probing,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.43837809562683,1,1,16
adult,111,0,EfficientBFS,probing,True,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.342508792877197,1,1,16
adult,111,0,EfficientBFS,traditional,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.58724570274353,1,1,16
adult,111,0,EfficientBFS,traditional,True,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.16350030899048,1,1,16
adult,111,0,EfficientBFS,volume_biased,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.401749849319458,1,1,16
adult,111,0,EfficientBFS,volume_biased,True,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.395643711090088,1,1,16
adult,111,0,EfficientBFS,density_gap,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,19.54014492034912,1,1,17
adult,111,0,EfficientBFS,density_gap,True,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,18.870039701461792,1,1,17
adult,111,0,EfficientBFS,probing,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,19.064919471740723,1,1,17
adult,111,0,EfficientBFS,probing,True,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,19.515920162200928,1,1,17
adult,111,0,EfficientBFS,traditional,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,18.901055097579956,1,1,17
adult,111,0,EfficientBFS,traditional,True,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,19.391976356506348,1,1,17
adult,111,0,EfficientBFS,volume_biased,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,18.951582431793213,1,1,17
adult,111,0,EfficientBFS,volume_biased,True,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,19.290248155593872,1,1,17
adult,111,0,EfficientBFS,density_gap,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.219804048538208,1,1,18
adult,111,0,EfficientBFS,density_gap,True,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.24009346961975,1,1,18
adult,111,0,EfficientBFS,probing,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.481280088424683,1,1,18
adult,111,0,EfficientBFS,probing,True,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.05510139465332,1,1,18
adult,111,0,EfficientBFS,traditional,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,18.530158519744873,1,1,18
adult,111,0,EfficientBFS,traditional,True,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.204261302947998,1,1,18
adult,111,0,EfficientBFS,volume_biased,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.719902276992798,1,1,18
adult,111,0,EfficientBFS,volume_biased,True,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,18.985398769378662,1,1,18
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,123.24878144264221,1,1,5
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,134.75962090492249,1,1,5
caltech,767,0,EfficientBFS,probing,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,124.70955491065979,1,1,5
caltech,767,0,EfficientBFS,probing,True,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,134.676016330719,1,1,5
caltech,767,0,EfficientBFS,traditional,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,133.76352620124817,1,1,5
caltech,767,0,EfficientBFS,traditional,True,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,135.34747886657715,1,1,5
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,125.84324169158936,1,1,5
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,138.119295835495,1,1,5
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,805.141241312027,11,1,5
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,827.8450162410736,11,1,5
caltech,767,0,EfficientBFS,probing,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,1353.8077430725098,11,1,5
caltech,767,0,EfficientBFS,probing,True,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,437.5488073825836,3,1,5
caltech,767,0,EfficientBFS,traditional,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,710.8916835784912,11,1,5
caltech,767,0,EfficientBFS,traditional,True,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,780.7232644557953,11,1,5
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,1025.8493192195892,11,1,5
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,332.16060280799866,3,1,5
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,118.2539222240448,1,1,6
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,126.40336084365845,1,1,6
caltech,767,0,EfficientBFS,probing,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,117.13592219352722,1,1,6
caltech,767,0,EfficientBFS,probing,True,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,126.73192191123962,1,1,6
caltech,767,0,EfficientBFS,traditional,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,114.99855637550354,1,1,6
caltech,767,0,EfficientBFS,traditional,True,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,128.1057276725769,1,1,6
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,118.02441883087158,1,1,6
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,127.21475195884705,1,1,6
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,117.31179642677307,1,1,7
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,128.08078241348267,1,1,7
caltech,767,0,EfficientBFS,probing,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,120.0805094242096,1,1,7
caltech,767,0,EfficientBFS,probing,True,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,129.17300987243652,1,1,7
caltech,767,0,EfficientBFS,traditional,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,117.72533893585205,1,1,7
caltech,767,0,EfficientBFS,traditional,True,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,126.60795164108276,1,1,7
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,118.1463234424591,1,1,7
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,127.92055916786194,1,1,7
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,119.74267244338989,1,1,8
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,124.9818217754364,1,1,8
caltech,767,0,EfficientBFS,probing,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,118.45782613754272,1,1,8
caltech,767,0,EfficientBFS,probing,True,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,122.90538716316223,1,1,8
caltech,767,0,EfficientBFS,traditional,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,119.11172270774841,1,1,8
caltech,767,0,EfficientBFS,traditional,True,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,127.71125316619873,1,1,8
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,117.05731105804443,1,1,8
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,125.53505659103394,1,1,8
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,119.37639355659485,1,1,9
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,124.49677467346191,1,1,9
caltech,767,0,EfficientBFS,probing,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,119.10256719589233,1,1,9
caltech,767,0,EfficientBFS,probing,True,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,124.31565976142883,1,1,9
caltech,767,0,EfficientBFS,traditional,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,119.33315062522888,1,1,9
caltech,767,0,EfficientBFS,traditional,True,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,123.20585060119629,1,1,9
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,124.20350694656372,1,1,9
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,126.62187480926514,1,1,9
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,1363.7264561653137,19,1,9
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,1533.5152678489685,19,1,9
caltech,767,0,EfficientBFS,probing,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,396.5822310447693,3,1,9
caltech,767,0,EfficientBFS,probing,True,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,444.6207094192505,3,1,9
caltech,767,0,EfficientBFS,traditional,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,1165.3381898403168,19,1,9
caltech,767,0,EfficientBFS,traditional,True,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,1316.530949831009,19,1,9
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,308.7739040851593,3,1,9
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,361.2527050971985,3,1,9
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,127.20243167877197,1,1,10
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,128.530348777771,1,1,10
caltech,767,0,EfficientBFS,probing,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,125.25483822822571,1,1,10
caltech,767,0,EfficientBFS,probing,True,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,131.25867319107056,1,1,10
caltech,767,0,EfficientBFS,traditional,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,123.95832777023315,1,1,10
caltech,767,0,EfficientBFS,traditional,True,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,126.84677958488464,1,1,10
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,125.02872705459595,1,1,10
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,127.74360251426697,1,1,10
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,125.35767817497253,1,1,11
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,128.40396094322205,1,1,11
caltech,767,0,EfficientBFS,probing,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,126.04060077667236,1,1,11
caltech,767,0,EfficientBFS,probing,True,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,134.74614834785461,1,1,11
caltech,767,0,EfficientBFS,traditional,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,125.59849715232849,1,1,11
caltech,767,0,EfficientBFS,traditional,True,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,131.4739053249359,1,1,11
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,124.70775651931763,1,1,11
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,130.43829584121704,1,1,11
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,129.50009489059448,1,1,12
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,134.2006058692932,1,1,12
caltech,767,0,EfficientBFS,probing,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,127.06102585792542,1,1,12
caltech,767,0,EfficientBFS,probing,True,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,131.3193073272705,1,1,12
caltech,767,0,EfficientBFS,traditional,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,129.36237931251526,1,1,12
caltech,767,0,EfficientBFS,traditional,True,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,131.77809476852417,1,1,12
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,126.91505193710327,1,1,12
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,131.56420230865479,1,1,12
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,129.62952089309692,1,1,12
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,134.18327832221985,1,1,12
caltech,767,0,EfficientBFS,probing,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,129.95105266571045,1,1,12
caltech,767,0,EfficientBFS,probing,True,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,133.51011848449707,1,1,12
caltech,767,0,EfficientBFS,traditional,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,127.52823972702026,1,1,12
caltech,767,0,EfficientBFS,traditional,True,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,133.1066575050354,1,1,12
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,129.0430769920349,1,1,12
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,130.34538221359253,1,1,12
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,134.10074305534363,1,1,13
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,136.50448894500732,1,1,13
caltech,767,0,EfficientBFS,probing,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,129.59726929664612,1,1,13
caltech,767,0,EfficientBFS,probing,True,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,135.69459462165833,1,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,130.8456892967224,1,1,13
caltech,767,0,EfficientBFS,traditional,True,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,137.4729323387146,1,1,13
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,132.63679337501526,1,1,13
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,135.56885242462158,1,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,134.3623080253601,1,1,13
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,138.28043818473816,1,1,13
caltech,767,0,EfficientBFS,probing,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,138.17389225959778,1,1,13
caltech,767,0,EfficientBFS,probing,True,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,136.49999713897705,1,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,132.32609868049622,1,1,13
caltech,767,0,EfficientBFS,traditional,True,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,138.47291946411133,1,1,13
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,134.78145170211792,1,1,13
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,139.6715350151062,1,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,2036.9552590847015,27,1,13
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,2257.3194415569305,26,1,13
caltech,767,0,EfficientBFS,probing,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,421.8476700782776,3,1,13
caltech,767,0,EfficientBFS,probing,True,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,499.58266282081604,3,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,1711.573478937149,27,1,13
caltech,767,0,EfficientBFS,traditional,True,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,1964.865714788437,26,1,13
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,339.04288959503174,3,1,13
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,405.8881616592407,3,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,2174.5939309597015,29,1,14
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,2509.8088414669037,28,1,14
caltech,767,0,EfficientBFS,probing,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,422.5205659866333,3,1,14
caltech,767,0,EfficientBFS,probing,True,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,488.2775332927704,3,1,14
caltech,767,0,EfficientBFS,traditional,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,1835.7112863063812,29,1,14
caltech,767,0,EfficientBFS,traditional,True,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,2210.0969908237457,28,1,14
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,340.7707004547119,3,1,14
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,403.4181900024414,3,1,14
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,2076.19992685318,27,1,14
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,2303.5362179279327,27,1,14
caltech,767,0,EfficientBFS,probing,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,434.38361620903015,3,1,14
caltech,767,0,EfficientBFS,probing,True,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,475.3570499420166,3,1,14
caltech,767,0,EfficientBFS,traditional,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,1712.7420725822449,27,1,14
caltech,767,0,EfficientBFS,traditional,True,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,1955.2735195159912,27,1,14
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,347.6680119037628,3,1,14
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,384.30183506011963,3,1,14
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,2333.844560146332,30,1,15
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,2752.29442858696,30,1,15
caltech,767,0,EfficientBFS,probing,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,441.1876378059387,3,1,15
caltech,767,0,EfficientBFS,probing,True,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,481.3232696056366,3,1,15
caltech,767,0,EfficientBFS,traditional,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,2011.262262582779,30,1,15
caltech,767,0,EfficientBFS,traditional,True,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,2429.346851348877,30,1,15
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,355.65355014801025,3,1,15
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,394.8451449871063,3,1,15
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,2395.7293503284454,31,1,15
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,2734.6471304893494,31,1,15
caltech,767,0,EfficientBFS,probing,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,441.19824743270874,3,1,15
caltech,767,0,EfficientBFS,probing,True,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,496.48150992393494,3,1,15
caltech,767,0,EfficientBFS,traditional,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,2009.4246289730072,31,1,15
caltech,767,0,EfficientBFS,traditional,True,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,2348.454683303833,31,1,15
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,358.3055603504181,3,1,15
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,408.7223448753357,3,1,15
