Task,Ground_Size,Seed,Algorithm,Strategy,Local_Search,Heuristic,Sorting,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,Solution_Set_Size
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,2688.2968697547913,33,1,16
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,2959.3195400238037,33,1,16
caltech,767,0,EfficientBFS,probing,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,450.3220326900482,3,1,16
caltech,767,0,EfficientBFS,probing,True,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,494.44115924835205,3,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,2145.4321677684784,33,1,16
caltech,767,0,EfficientBFS,traditional,True,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,2570.742782831192,33,1,16
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,367.67071413993835,3,1,16
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,411.8007357120514,3,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,2587.6359300613403,32,1,16
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,3075.426759004593,32,1,16
caltech,767,0,EfficientBFS,probing,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,760.9741094112396,5,1,16
caltech,767,0,EfficientBFS,probing,True,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,554.8647089004517,3,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,2170.250813484192,32,1,16
caltech,767,0,EfficientBFS,traditional,True,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,2707.218747138977,32,1,16
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,585.5861401557922,5,1,16
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,471.49422216415405,3,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,2603.2298078536987,32,1,16
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,3117.0994465351105,32,1,16
caltech,767,0,EfficientBFS,probing,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,792.3266897201538,5,1,16
caltech,767,0,EfficientBFS,probing,True,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,568.0963084697723,3,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,2178.264561891556,32,1,16
caltech,767,0,EfficientBFS,traditional,True,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,2703.7987008094788,32,1,16
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,606.5477395057678,5,1,16
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,481.6509461402893,3,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,2796.929925441742,34,1,17
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,3359.3913366794586,34,1,17
caltech,767,0,EfficientBFS,probing,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,473.88969445228577,3,1,17
caltech,767,0,EfficientBFS,probing,True,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,533.9076895713806,3,1,17
caltech,767,0,EfficientBFS,traditional,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,2373.6394834518433,34,1,17
caltech,767,0,EfficientBFS,traditional,True,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,2898.528260707855,34,1,17
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,386.50198578834534,3,1,17
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,456.78049778938293,3,1,17
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,2821.5491349697113,35,1,17
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,3504.244651079178,34,1,17
caltech,767,0,EfficientBFS,probing,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,489.7081952095032,3,1,17
caltech,767,0,EfficientBFS,probing,True,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,547.2728757858276,3,1,17
caltech,767,0,EfficientBFS,traditional,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,2384.7685227394104,35,1,17
caltech,767,0,EfficientBFS,traditional,True,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,3052.8896510601044,34,1,17
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,395.14671444892883,3,1,17
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,460.95739817619324,3,1,17
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,2782.600374698639,33,1,18
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,3170.2506289482117,33,1,18
caltech,767,0,EfficientBFS,probing,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,479.6213548183441,3,1,18
caltech,767,0,EfficientBFS,probing,True,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,546.433655500412,3,1,18
caltech,767,0,EfficientBFS,traditional,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,2273.5807662010193,33,1,18
caltech,767,0,EfficientBFS,traditional,True,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,2644.6331820487976,33,1,18
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,404.0671401023865,3,1,18
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,455.4580855369568,3,1,18
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,2813.9536442756653,33,1,18
caltech,767,0,EfficientBFS,density_gap,True,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,3301.884782075882,33,1,18
caltech,767,0,EfficientBFS,probing,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,603.319117307663,3,1,18
caltech,767,0,EfficientBFS,probing,True,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,554.312215089798,3,1,18
caltech,767,0,EfficientBFS,traditional,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,2303.9568037986755,33,1,18
caltech,767,0,EfficientBFS,traditional,True,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,2768.363550424576,33,1,18
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,435.6848478317261,3,1,18
caltech,767,0,EfficientBFS,volume_biased,True,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,474.3796308040619,3,1,18
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.2719998359680176,1,1,4
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.26399922370910645,1,1,4
facebook,1000,0,EfficientBFS,probing,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.26600003242492676,1,1,4
facebook,1000,0,EfficientBFS,probing,True,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.30899786949157715,1,1,4
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.31200718879699707,1,1,4
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.24699878692626953,1,1,4
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.30601072311401367,1,1,4
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.24999666213989258,1,1,4
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.39900732040405273,1,1,4
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.42767930030822754,1,1,4
facebook,1000,0,EfficientBFS,probing,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.42501139640808105,1,1,4
facebook,1000,0,EfficientBFS,probing,True,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.4098963737487793,1,1,4
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.3710048198699951,1,1,4
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.3880026340484619,1,1,4
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.3926088809967041,1,1,4
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.40799450874328613,1,1,4
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5740089416503906,1,1,5
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5780014991760254,1,1,5
facebook,1000,0,EfficientBFS,probing,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5470137596130371,1,1,5
facebook,1000,0,EfficientBFS,probing,True,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.558997631072998,1,1,5
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5966165065765381,1,1,5
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.6430015563964844,1,1,5
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.6160163879394531,1,1,5
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5470023155212402,1,1,5
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.8910162448883057,1,1,6
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.8276517391204834,1,1,6
facebook,1000,0,EfficientBFS,probing,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.860023021697998,1,1,6
facebook,1000,0,EfficientBFS,probing,True,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.7829992771148682,1,1,6
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.8836097717285156,1,1,6
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.734999418258667,1,1,6
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.7130172252655029,1,1,6
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.7690060138702393,1,1,6
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.9116983413696289,1,1,7
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.9229998588562012,1,1,7
facebook,1000,0,EfficientBFS,probing,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.8200178146362305,1,1,7
facebook,1000,0,EfficientBFS,probing,True,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.780003547668457,1,1,7
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.8725845813751221,1,1,7
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.8801419734954834,1,1,7
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.8296587467193604,1,1,7
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.8476245403289795,1,1,7
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.3566279411315918,1,1,8
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.3956215381622314,1,1,8
facebook,1000,0,EfficientBFS,probing,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.4358711242675781,1,1,8
facebook,1000,0,EfficientBFS,probing,True,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.3050024509429932,1,1,8
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.2510268688201904,1,1,8
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.3980014324188232,1,1,8
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.2913262844085693,1,1,8
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.3670051097869873,1,1,8
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.6636402606964111,1,1,9
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.6110053062438965,1,1,9
facebook,1000,0,EfficientBFS,probing,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.5653915405273438,1,1,9
facebook,1000,0,EfficientBFS,probing,True,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.6418633460998535,1,1,9
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.739044427871704,1,1,9
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.6982653141021729,1,1,9
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.5400371551513672,1,1,9
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.6449992656707764,1,1,9
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,43.512646198272705,16,1,9
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,21.80351686477661,8,1,9
facebook,1000,0,EfficientBFS,probing,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,24.62360119819641,7,1,9
facebook,1000,0,EfficientBFS,probing,True,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,8.682880163192749,2,1,9
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,35.620529890060425,16,1,9
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,19.65745496749878,8,1,9
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,14.469900369644165,5,1,9
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,8.984721899032593,2,1,9
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,42.29007411003113,16,1,10
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,30.386616706848145,10,1,10
facebook,1000,0,EfficientBFS,probing,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,25.050636529922485,7,1,10
facebook,1000,0,EfficientBFS,probing,True,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,7.633482217788696,2,1,10
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,34.72085118293762,16,1,10
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,25.737601280212402,10,1,10
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,261.67520570755005,79,1,10
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,7.252256393432617,2,1,10
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,214.7248125076294,79,1,10
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,177.82662272453308,53,1,10
facebook,1000,0,EfficientBFS,probing,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,76.23970794677734,19,1,10
facebook,1000,0,EfficientBFS,probing,True,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,10.65869665145874,2,1,10
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,189.16258716583252,79,1,10
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,159.1739616394043,53,1,10
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,21.85431671142578,7,1,10
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,10.634013652801514,2,1,10
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,153.63459420204163,55,1,11
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,165.59895634651184,43,1,11
facebook,1000,0,EfficientBFS,probing,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,79.05179476737976,19,1,11
facebook,1000,0,EfficientBFS,probing,True,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,90.15313267707825,17,1,11
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,131.69498562812805,55,1,11
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,138.44003701210022,43,1,11
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,383.5877916812897,105,1,11
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,454.11403250694275,105,1,11
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,172.38211917877197,59,1,11
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,162.95356106758118,46,1,11
facebook,1000,0,EfficientBFS,probing,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,84.7945408821106,19,1,11
facebook,1000,0,EfficientBFS,probing,True,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,111.66940093040466,19,1,11
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,145.91035270690918,59,1,11
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,143.69693398475647,46,1,11
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,430.012079000473,113,1,11
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,515.0522298812866,113,1,11
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,254.49664330482483,84,1,12
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,193.91749167442322,55,1,12
facebook,1000,0,EfficientBFS,probing,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,115.95299792289734,25,1,12
facebook,1000,0,EfficientBFS,probing,True,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,115.92074418067932,19,1,12
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,217.78135299682617,84,1,12
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,168.82720732688904,55,1,12
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,370.3822076320648,93,1,12
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,199.72222590446472,41,1,12
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,375.5165572166443,123,1,13
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,370.00518321990967,93,1,13
facebook,1000,0,EfficientBFS,probing,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,142.82884860038757,31,1,13
facebook,1000,0,EfficientBFS,probing,True,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,166.46058583259583,25,1,13
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,335.48772382736206,123,1,13
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,327.00123405456543,93,1,13
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,377.9987413883209,95,1,13
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,174.8141474723816,37,1,13
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,457.9245448112488,147,1,14
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,373.5134708881378,104,1,14
facebook,1000,0,EfficientBFS,probing,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,163.0486466884613,35,1,14
facebook,1000,0,EfficientBFS,probing,True,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,168.14379358291626,27,1,14
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,389.62308645248413,147,1,14
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,333.7767436504364,104,1,14
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,588.0437924861908,143,1,14
facebook,1000,0,EfficientBFS,volume_biased,True,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,155.22821426391602,33,1,14
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,674.2471013069153,209,1,15
facebook,1000,0,EfficientBFS,density_gap,True,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,796.394180059433,209,1,15
facebook,1000,0,EfficientBFS,probing,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,274.4619975090027,56,1,15
facebook,1000,0,EfficientBFS,probing,True,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,345.83550548553467,55,1,15
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,580.0515384674072,209,1,15
facebook,1000,0,EfficientBFS,traditional,True,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,694.4234671592712,209,1,15
